site,Plot,tree,species,dbh,dbhclass,height,lcr,class,age,ba,tpa,remin,remax,rerange,remean,aemin,aemax,aerange,aemean,AveInun,fldcls,meddur,medpeak,comp,Pith Score,Match Score,Core Condition,Rings,RelMin,RelMax,RelRng,RelMn,AveInun,MedDur,MedPk,AveFreq,Shan,Simp,Rich,AbsMn,AbsMx,AbsRng,AbsMean,FC1,durbin,pkbin,fqbin
Lake Rebecca,LR1,9,FRPE,5.1,5,63.9,50,S,64,0.14185854,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,A,C,64,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,10,FRPE,12.6,12,93.2,60,C,71,0.86587704,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,A,B,71,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,11,FRPE,7.9,7,69.7,60,I,53,0.34038414,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,,C,53,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,12,PODE,14.6,14,81.8,35,D,63,1.16257464,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,B,C,63,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,13,PODE,15.1,15,78.2,60,C,NA,1.24356654,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,,,,NA,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,14,ULAM,6.1,6,24.7,20,S,49,0.20294334,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,B,B,C,49,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,15,ULAM,5.5,5,38.5,40,S,NA,0.1649835,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,B,C,NA,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,16,PODE,16.2,16,98.8,40,D,NA,1.43134776,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,,,,NA,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,17,ULAM,9,9,45.1,60,I,NA,0.441774,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,B,B,C,NA,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,18,PODE,11.5,11,80.5,40,C,65,0.7212915,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,B,C,C,65,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,19,PODE,17.8,17,96.6,35,D,76,1.72804536,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,C,A,76,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,20,PODE,29.5,29,90.8,20,D,38,4.7463435,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,C,C,38,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR2,1,ACSA,11.5,11,63.5,25,D,63,0.7212915,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,,B,63,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,2,ACSA,15.4,15,71.6,15,D,63,1.29347064,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,B,B,A,63,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,3,ACSA,7.5,7,44.9,40,S,50,0.3067875,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,,,,50,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,4,ACSA,11.4,11,59.7,30,D,62,0.70880184,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,,A,62,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,5,ACSA,5.4,5,41.6,10,S,67,0.15903864,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,B,,B,67,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,6,FRPE,12.7,12,45.6,30,C,67,0.87967566,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,A,B,67,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,7,ACSA,7.6,7,37.8,10,S,64,0.31502304,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,B,B,64,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,8,ACSA,13,13,60.4,20,D,62,0.921726,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,C,B,62,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,9,ACSA,5.7,5,34.8,30,C,64,0.17720046,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,C,C,64,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,10,ACSA,10.2,10,56,40,D,71,0.56743416,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,,B,71,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,11,ACSA,8.3,8,39.3,60,D,61,0.37572606,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,,B,61,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,12,ACSA,9.9,9,47.1,20,C,NA,0.53454654,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,,,,NA,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,13,ACSA,5.2,5,14.6,60,S,65,0.14747616,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,B,,B,65,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,14,ACSA,6.1,6,38.2,60,S,NA,0.20294334,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,C,C,NA,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,15,ACSA,9.8,9,46.8,40,S,60,0.52380216,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,C,A,60,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,16,ACSA,11,11,43.4,30,C,59,0.659934,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,B,,B,59,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,17,ACSA,6,6,37.1,50,S,57,0.196344,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,B,C,57,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,18,ACSA,14.5,14,53.4,20,C,57,1.1467035,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,,B,57,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,19,ACSA,15.8,15,60.7,15,C,63,1.36153656,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,B,C,63,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,20,ACSA,5.3,5,38.1,70,S,48,0.15320286,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,B,C,48,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,21,ACSA,5.9,5,28.1,80,S,59,0.18985374,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,B,,B,59,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,22,ACSA,10.2,10,42.7,15,C,55,0.56743416,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,C,C,55,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,23,ACSA,6.7,6,33.5,20,S,60,0.24483006,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,B,B,60,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,24,ACSA,17.2,17,44.5,10,S,54,1.61351136,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,,B,54,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,25,ACSA,9.8,9,36.8,30,S,64,0.52380216,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,A,C,A,64,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,26,ACSA,7.7,7,49.6,20,S,64,0.32336766,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,,,,64,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,27,ULAM,10.1,10,27.7,20,S,NA,0.55636254,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,,,,NA,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,28,ACSA,6.5,6,42.5,40,S,63,0.2304315,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,B,B,C,63,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,29,ACSA,9.9,9,53.7,40,S,59,0.53454654,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,C,B,59,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR2,30,PODE,61.8,61,97.2,10,D,101,20.83013496,10,NA,NA,NA,NA,20775,20804,29,20784.26263,18.98569643,NA,NA,NA,pure,C,C,B,101,9.7,20.3,10.6,12.2,18.98569643,10,133,1.017484472,1.386294361,1.229508197,4,20775,20804,29,20784.26263,15,10,130,1
Lake Rebecca,LR3,1,ACSA,7.5,7,37.7,40,S,62,0.3067875,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,B,C,C,62,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,2,ACSA,11.1,11,48.6,10,I,66,0.67198734,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,B,C,B,66,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,3,FRPE,10.7,10,48,5,S,67,0.62442846,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,,C,67,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,4,FRPE,15.5,15,61.2,15,D,76,1.3103235,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,B,,B,76,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,5,FRPE,12.2,12,31.1,40,I,88,0.81177336,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,B,C,88,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,6,FRPE,12.2,12,54.3,20,C,76,0.81177336,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,B,B,76,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,7,FRPE,8.8,8,31.5,20,S,85,0.42235776,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,A,C,C,85,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,8,ACSA,33.5,33,75.4,30,C,NA,6.1207515,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,,,,NA,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,9,FRPE,13,13,48.4,40,C,104,0.921726,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,B,A,B,104,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,10,ACSA,10,10,55.6,30,I,64,0.5454,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,A,C,B,64,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,11,PODE,20.2,20,61.9,15,D,66,2.22545016,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,B,B,66,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,12,ACSA,12.1,12,59.5,20,C,61,0.79852014,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,C,C,61,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,13,ACSA,11.8,11,44.3,30,I,58,0.75941496,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,,B,58,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,14,PODE,18.5,18,67.1,10,D,63,1.8666315,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,B,C,63,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,15,ACSA,9.2,9,53.5,25,I,68,0.46162656,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,A,B,C,68,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,16,ACSA,15.9,15,63.3,50,C,61,1.37882574,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,C,B,61,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,17,ACSA,7.9,7,43.2,20,S,66,0.34038414,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,A,B,B,66,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,18,ACSA,6.8,6,28.3,40,S,67,0.25219296,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,A,C,C,67,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,19,ACSA,6.5,6,43.7,50,S,59,0.2304315,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,B,C,C,59,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,20,PODE,23.1,23,92.1,10,D,60,2.91030894,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,,B,60,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,21,ACSA,10.2,10,41.1,50,I,59,0.56743416,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,C,B,59,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR3,22,ACSA,9.1,9,64.7,10,C,55,0.45164574,10,NA,NA,NA,NA,20746,20775,29,20755.25,43.65104829,NA,NA,NA,mixed,C,,C,55,8.6,17.7,9.1,10.4,43.65104829,12,137,1.494367938,1.083575524,2.261682243,3,20746,20775,29,20755.25,40,11.5,135,1
Lake Rebecca,LR4,1,ACSA,10.7,10,70.7,30,I,72,0.62442846,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,C,B,72,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,2,ACSA,7.3,7,27,50,S,66,0.29064366,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,B,C,B,66,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,3,PODE,27.9,27,85.4,20,D,63,4.24544814,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,B,B,63,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,4,FRPE,9.5,9,57.4,5,S,61,0.4922235,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,B,B,61,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,5,ULAM,8.2,8,34.1,80,I,61,0.36672696,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,,C,61,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,6,ACSA,16.7,16,52.6,40,C,69,1.52106606,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,C,C,69,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,7,ULAM,6.8,6,37,80,I,68,0.25219296,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,B,B,68,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,8,ACSA,13.3,13,62.9,40,C,69,0.96475806,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,,A,69,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,9,FRPE,7.9,7,51.6,70,I,72,0.34038414,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,A,A,72,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,10,PODE,17.9,17,58.6,20,D,59,1.74751614,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,B,C,59,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,11,ACSA,8.3,8,47.4,40,I,67,0.37572606,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,B,B,67,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,12,ACSA,5.9,5,33.8,40,I,66,0.18985374,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,B,C,B,66,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,13,FRPE,8.6,8,48.9,80,I,71,0.40337784,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,A,B,71,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,14,PODE,28.1,28,98.8,15,D,69,4.30653294,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,B,C,69,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,15,ACSA,13.5,13,54.3,40,I,68,0.9939915,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,B,C,68,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,16,FRPE,6,6,31,70,I,45,0.196344,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,B,B,45,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,17,PODE,15.5,15,93.7,20,C,73,1.3103235,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,B,C,73,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,18,FRPE,7.1,7,42.5,70,I,71,0.27493614,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,A,C,71,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,19,FRPE,7.9,7,36.1,80,I,67,0.34038414,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,A,A,C,67,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
Lake Rebecca,LR4,20,FRPE,6.3,6,36.1,80,I,67,0.21646926,10,NA,NA,NA,NA,20759,20785,26,20770.20792,27.37033426,NA,NA,NA,mixed,C,B,B,67,9.1,17.7,8.6,11.7,27.37033426,11,133,1.180296296,1.386294361,3.315789474,4,20759,20785,26,20770.20792,25,10,130,1
